ObjectID,Plat-Lot#,StreetAddress,city,state,Zip,ZipCode,geo_score,geo_address,geo_lat,geo_lon,List_type,Class Desc,Housing Units,Tax_Value$,Tax_Value,Tax_Bill$,Tax_Bill
044-0096-0000,044-0096-0000,62 Moore St,Providence,RI,2907,02907,100,"62 MOORE ST, PROVIDENCE, 02907",41.80469951,-71.42195724,Neighborhood ID,2 -5 Family,2,"$71,700.00 ",71700.00,"$2,419.88 ",2419.88
044-0099-0000,044-0099-0000,76 Moore St,Providence,RI,2907,02907,100,"76 MOORE ST, PROVIDENCE, 02907",41.80469992,-71.42256343,Neighborhood ID,2 -5 Family,2,"$95,200.00 ",95200.00,"$3,213.00 ",3213.00
044-0124-0000,044-0124-0000,73 Moore St,Providence,RI,2907,02907,100,"73 MOORE ST, PROVIDENCE, 02907",41.80493768,-71.42259072,Neighborhood ID,2 -5 Family,3,"$93,000.00 ",93000.00,"$3,138.76 ",3138.76
044-0125-0000,044-0125-0000,65 Moore St,Providence,RI,2907,02907,100,"65 MOORE ST, PROVIDENCE, 02907",41.80493479,-71.4221171,Neighborhood ID,2 -5 Family,3,"$85,300.00 ",85300.00,"$2,878.88 ",2878.88
044-0174-0000,044-0174-0000,127 PRINCETON AVE,Providence,RI,2907,02907,100,"127 PRINCETON AV, PROVIDENCE, 02907",41.8055283,-71.4245063,Waste Collection ID,2 -5 Family,3,"$83,700.00 ",83700.00,"$1,929.00 ",1929.00
044-0190-0000,044-0190-0000,49 Princeton Ave,Providence,RI,2907,02907,100,"49 PRINCETON AV, PROVIDENCE, 02907",41.80560638,-71.4215728,Neighborhood ID,2 -5 Family,5,"$96,700.00 ",96700.00,"$3,263.64 ",3263.64
044-0201-0000,044-0201-0000,677 Broad St,Providence,RI,2907,02907,100,"677 BROAD ST, PROVIDENCE, 02907",41.80561861,-71.41996812,Neighborhood ID,2 -5 Family,3,"$99,500.00 ",99500.00,"$3,358.16 ",3358.16
044-0206-0000,044-0206-0000,22 WHITMARSH ST,Providence,RI,2907,02907,100,"22 WHITMARSH ST, PROVIDENCE, 02907",41.80593924,-71.42064526,Waste Collection ID,2 -5 Family,2,"$163,500.00 ",163500.00,"$3,147.40 ",3147.40
044-0218-0000,044-0218-0000,60 Whitmarsh St,Providence,RI,2907,02907,100,"60 WHITMARSH ST, PROVIDENCE, 02907",41.80588724,-71.42264224,Neighborhood ID,2 -5 Family,3,"$94,700.00 ",94700.00,"$3,196.16 ",3196.16
044-0219-0000,044-0219-0000,64 Whitmarsh St,Providence,RI,2907,02907,100,"64 WHITMARSH ST, PROVIDENCE, 02907",41.8058807,-71.42282946,Neighborhood ID,Single Family,1,"$86,400.00 ",86400.00,"$1,663.20 ",1663.20
044-0300-0000,044-0300-0000,603 Broad St,Providence,RI,2907,02907,100,"603 BROAD ST, PROVIDENCE, 02907",41.8075874,-71.42063029,Neighborhood ID,Combination,2,"$145,000.00 ",145000.00,"$5,328.76 ",5328.76
044-0307-0000,044-0307-0000,101 WESLEYAN AVE,Providence,RI,2907,02907,100,"101 WESLEYAN AV, PROVIDENCE, 02907",41.80796771,-71.42171005,Waste Collection ID,2 -5 Family,2,"$59,600.00 ",59600.00,"$2,011.52 ",2011.52
044-0308-0000,044-0308-0000,103 WESLEYAN AVE,Providence,RI,2907,02907,100,"103 WESLEYAN AV, PROVIDENCE, 02907",41.80796784,-71.42188897,Waste Collection ID,2 -5 Family,4,"$143,700.00 ",143700.00,"$4,849.88 ",4849.88
044-0385-0000,044-0385-0000,80 Wesleyan Ave,Providence,RI,2907,02907,100,"80 WESLEYAN AV, PROVIDENCE, 02907",41.80772101,-71.42093324,Neighborhood ID,Commercial II,1,"$368,800.00 ",368800.00,"$13,553.40 ",13553.40
044-0387-0000,044-0387-0000,260 Elmwood Ave,Providence,RI,2907,02907,100,"260 ELMWOOD AV, PROVIDENCE, 02907",41.80555874,-71.42476557,Neighborhood ID Unconfirmed,Combination,1,"$294,100.00 ",294100.00,"$10,808.20 ",10808.20
044-0507-0000,044-0507-0000,175 WHITMARSH ST,Providence,RI,2907,02907,100,"175 WHITMARSH ST, PROVIDENCE, 02907",41.80606358,-71.42709989,Waste Collection ID,Single Family,1,"$75,300.00 ",75300.00,"$2,541.40 ",2541.40
044-0596-0000,044-0596-0000,84 Peace St,Providence,RI,2907,02907,100,"84 PEACE ST, PROVIDENCE",41.80651809,-71.42320935,PRA owned,Residential Vacant Land,0,"$3,000.00 ",3000.00,$101.28 ,101.28
044-0640-0000,044-0640-0000,42 HANOVER ST,Providence,RI,2907,02907,100,"42 HANOVER ST, PROVIDENCE, 02907",41.80768038,-71.42648252,Waste Collection ID,2 -5 Family,2,"$90,200.00 ",90200.00,"$3,044.28 ",3044.28
044-0707-0000,044-0707-0000,102 Peace St,Providence,RI,2907,02907,100,"102 PEACE ST, PROVIDENCE, 02907",41.8064712,-71.42361974,Neighborhood ID,Residential Vacant Land,3,"$10,600.00 ",10600.00,$357.76 ,357.76
044-0723-0000,044-0723-0000,126 PRINCETON AVE,Providence,RI,2907,02907,79,"127 PRINCETON AV, PROVIDENCE, 02907",41.80540958,-71.42505391,City-owned Tax Sale,Charitable,0,"$73,900.00 ",73900.00,$0.00 ,0.00
045-0224-0000,045-0224-0000,20 HARVARD AVE,Providence,RI,2907,02907,100,"20 HARVARD AV, PROVIDENCE, 02907",41.80848387,-71.41871647,Waste Collection ID,Residential Vacant Land,4,"$23,800.00 ",23800.00,$803.28 ,803.28
045-0227-0000,045-0227-0000,10 HARVARD AVE,Providence,RI,2907,02907,100,"10 HARVARD AV, PROVIDENCE, 02907",41.80850962,-71.41838209,Waste Collection ID,2 -5 Family,3,"$113,700.00 ",113700.00,"$3,837.40 ",3837.40
045-0336-0000,045-0336-0000,352 WILLARD AVE,Providence,RI,2907,02907,100,"352 WILLARD AV, PROVIDENCE, 02907",41.80712783,-71.41957468,City-owned Tax Sale,Residential Vacant Land,0,"$7,700.00 ",7700.00,$259.88 ,259.88
045-0400-0000,045-0400-0000,391 Public St,Providence,RI,2907,02907,100,"391 PUBLIC ST, PROVIDENCE, 02907",41.80467894,-71.41881137,PRA owned,Residential Vacant Land,0,"$31,800.00 ",31800.00,"$1,073.28 ",1073.28
045-0401-0000,045-0401-0000,399 Public St,Providence,RI,2907,02907,100,"399 PUBLIC ST, PROVIDENCE, 02907",41.80467038,-71.41884465,PRA owned,Residential Vacant Land,0,"$10,600.00 ",10600.00,$357.76 ,357.76
045-0405-0000,045-0405-0000,90 BOGMAN ST,Providence,RI,2905,02905,100,"90 BOGMAN ST, PROVIDENCE, 02905",41.80650952,-71.41347282,City-owned Tax Sale,Residential Vacant Land,0,"$7,800.00 ",7800.00,$263.28 ,263.28
045-0406-0000,045-0406-0000,88 BOGMAN ST,Providence,RI,2905,02905,100,"88 BOGMAN ST, PROVIDENCE, 02905",41.80647434,-71.41347657,Waste Collection ID,2 -5 Family,2,"$57,600.00 ",57600.00,"$1,944.00 ",1944.00
045-0438-0000,045-0438-0000,320 Prairie Avenue,Providence,RI,2905,02905,100,"320 PRAIRIE AV, PROVIDENCE, 02905",41.80572155,-71.41471719,Unconfirmed Vacated,CI Vacant Land,0,"$25,600.00 ",25600.00,$940.80 ,940.80
045-0439-0000,045-0439-0000,316 Prairie Avenue,Providence,RI,2905,02905,100,"316 PRAIRIE AV, PROVIDENCE, 02905",41.80571734,-71.4148009,PRA owned,CI Vacant Land,0,"$31,100.00 ",31100.00,"$1,142.96 ",1142.96
045-0464-0000,045-0464-0000,57 CHESTER AVE,Providence,RI,2907,02907,100,"57 CHESTER AV, PROVIDENCE, 02907",41.80710067,-71.41586412,City-owned Tax Sale,Residential Vacant Land,0,"$7,700.00 ",7700.00,$259.88 ,259.88
045-0465-0000,045-0465-0000,61 CHESTER AVE,Providence,RI,2907,02907,100,"61 CHESTER AV, PROVIDENCE, 02907",41.80712196,-71.41622211,City-owned Tax Sale,Residential Vacant Land,3,"$9,200.00 ",9200.00,$310.52 ,310.52
045-0467-0000,045-0467-0000,63 CHESTER AVE,Providence,RI,2907,02907,100,"63 CHESTER AV, PROVIDENCE, 02907",41.80718487,-71.41623921,City-owned Tax Sale,Residential Vacant Land,0,"$9,700.00 ",9700.00,$327.40 ,327.40
045-0526-0000,045-0526-0000,11 COMSTOCK AVE,Providence,RI,2907,02907,100,"11 COMSTOCK AVE, PROVIDENCE",41.80897358,-71.41594215,Waste Collection ID,Single Family,1,"$66,600.00 ",66600.00,"$2,247.76 ",2247.76
045-0550-0000,045-0550-0000,319 Prairie Avenue,Providence,RI,2905,02905,79,"320 PRAIRIE AV, PROVIDENCE, 02905",41.80559004,-71.41474711,Unconfirmed Vacated,CI Vacant Land,0,"$23,500.00 ",23500.00,$863.64 ,863.64
045-0556-0000,045-0556-0000,44 GLENHAM ST,Providence,RI,2905,02905,100,"44 GLENHAM ST, PROVIDENCE",41.80568011,-71.41664707,Waste Collection ID,Single Family,1,"$88,800.00 ",88800.00,"$2,997.00 ",2997.00
045-0614-0000,045-0614-0000,368 Blackstone St,Providence,RI,2907,02907,100,"368 BLACKSTONE ST, PROVIDENCE, 02907",41.80974886,-71.41937983,PRA owned,Residential Vacant Land,0,"$31,600.00 ",31600.00,"$1,066.52 ",1066.52
045-0660-0000,045-0660-0000,48 Glenham St,Providence,RI,2907,02907,100,"48 GLENHAM ST, PROVIDENCE, 02907",41.80552299,-71.41682134,Waste Collection ID,Single Family,1,"$89,000.00 ",89000.00,"$3,003.76 ",3003.76
045-0666-0000,045-0666-0000,413 PUBLIC ST,Providence,RI,2907,02907,100,"413 PUBLIC ST, PROVIDENCE, 02907",41.8046554,-71.4189029,City-owned Tax Sale,Residential Vacant Land,0,$600.00 ,600.00,$20.28 ,20.28
045-0668-0000,045-0668-0000,105 Glenham St,Providence,RI,2907,02907,68.49,"92 GLENHAM ST, PROVIDENCE, 02907",41.80514828,-71.41952388,Neighborhood ID,Church,0,"$1,803,000.00 ",1803000.00,$0.00 ,0.00
045-0707-0000,045-0707-0000,98 TAYLOR ST,Providence,RI,2907,02907,100,"98 TAYLOR ST, PROVIDENCE, 02907",41.80621711,-71.41741774,Waste Collection ID,Single Family,1,"$67,400.00 ",67400.00,"$2,274.76 ",2274.76
045-0722-0000,045-0722-0000,29 Glenham St,Providence,RI,2907,02907,100,"29 GLENHAM ST, PROVIDENCE, 02907",41.80589005,-71.41620138,PRA owned,Municipal,0,"$32,100.00 ",32100.00,$0.00 ,0.00
045-0742-0000,045-0742-0000,84 GLENHAM ST,Providence,RI,2907,02907,100,"84 GLENHAM ST, PROVIDENCE, 02907",41.8052572,-71.41852097,City-owned Tax Sale,CI Vacant Land,0,"$21,700.00 ",21700.00,$797.48 ,797.48
045-0743-0000,045-0743-0000,80 GLENHAM ST,Providence,RI,2907,02907,100,"80 GLENHAM ST, PROVIDENCE, 02907",41.8052589,-71.41824612,Waste Collection ID,2 -5 Family,3,"$116,100.00 ",116100.00,"$3,022.48 ",3022.48
045-0752-0000,045-0752-0000,66 GLENHAM ST,Providence,RI,2907,02907,100,"66 GLENHAM ST, PROVIDENCE, 02907",41.80537189,-71.41768435,City-owned Tax Sale,2 -5 Family,3,"$124,700.00 ",124700.00,"$2,400.48 ",2400.48
045-0860-0000,045-0860-0000,596 Broad St,Providence,RI,2907,02907,100,"596 BROAD ST, PROVIDENCE, 02907",41.80805373,-71.42026971,Neighborhood ID,Combination,3,"$264,500.00 ",264500.00,"$9,720.40 ",9720.40
045-0866-0000,045-0866-0000,67 COMSTOCK,Providence,RI,2905,02905,81,"67 COMSTOCK AVE, PROVIDENCE",41.80920467,-71.41846164,Unconfirmed Vacated,2 -5 Family,2,"$129,100.00 ",129100.00,"$4,357.16 ",4357.16
045-0906-0000,045-0906-0000,600 Broad St,Providence,RI,2905,02905,100,"600 BROAD ST, PROVIDENCE",41.80757933,-71.42024962,PRA owned,Charitable,0,"$201,900.00 ",201900.00,$0.00 ,0.00
045-0913-0000,045-0913-0000,87 COMSTOCK AVE,Providence,RI,2905,02905,100,"87 COMSTOCK AVE, PROVIDENCE",41.80934294,-71.4194068,Waste Collection ID,Single Family,1,"$148,900.00 ",148900.00,"$2,866.36 ",2866.36
046-0264-0000,046-0264-0000,235 RHODES ST,Providence,RI,2905,02905,100,"235 RHODES ST, PROVIDENCE, 02905",41.80793528,-71.40856685,Waste Collection ID,2 - 5 Family,2,"$121,300.00 ",121300.00,"$4,093.88 ",4093.88
046-0270-0000,046-0270-0000,245 RHODES ST,Providence,RI,2905,02905,100,"245 RHODES ST, PROVIDENCE, 02905",41.80785249,-71.40899537,Waste Collection ID,2 -5 Family,3,"$62,600.00 ",62600.00,"$2,112.76 ",2112.76
046-0393-0000,046-0393-0000,42 TEMPLE ST,Providence,RI,2905,02905,100,"42 TEMPLE ST, PROVIDENCE, 02905",41.80584325,-71.40819094,Waste Collection ID,Industrial,1,"$126,800.00 ",126800.00,"$4,659.92 ",4659.92
047-0535-0000,047-0535-0000,55 SEYMOUR ST,Providence,RI,2905,02905,68.49,"63 SEYMOUR ST, PROVIDENCE, 02905",41.80287258,-71.404471,City-owned Tax Sale,CI Vacant Land,0,"$22,500.00 ",22500.00,$826.88 ,826.88
047-0663-0000,047-0663-0000,182 BAY ST,Providence,RI,2905,02905,100,"182 BAY ST, PROVIDENCE",41.80612595,-71.40620236,City-owned Tax Sale,CI Vacant Land,0,"$17,900.00 ",17900.00,$657.84 ,657.84
047-0674-0000,047-0674-0000,34 POTTERS AVE,Providence,RI,2905,02905,100,"34 POTTERS AV, PROVIDENCE, 02905",41.80540977,-71.40828072,Waste Collection ID,Single Family,1,"$90,100.00 ",90100.00,"$3,040.88 ",3040.88
047-0686-0000,047-0686-0000,15 TRASK ST,Providence,RI,2905,02905,100,"15 TRASK ST, PROVIDENCE, 02905",41.80520924,-71.40774612,Waste Collection ID,Residential Vacant Land,2,"$31,800.00 ",31800.00,"$1,073.28 ",1073.28
047-0687-0000,047-0687-0000,19 TRASK ST,Providence,RI,2905,02905,100,"19 TRASK ST, PROVIDENCE, 02905",41.80518798,-71.40742381,City-owned Tax Sale,Residential Vacant Land,0,"$3,000.00 ",3000.00,$101.28 ,101.28
047-0693-0000,047-0693-0000,41 TRASK ST,Providence,RI,2905,02905,100,"41 TRASK ST, PROVIDENCE, 02905",41.80495702,-71.40871759,Waste Collection ID,2 -5 Family,2,"$67,000.00 ",67000.00,"$2,261.28 ",2261.28
047-0745-0000,047-0745-0000,135 OXFORD ST,Providence,RI,2905,02905,100,"135 OXFORD ST, PROVIDENCE",41.80294031,-71.40778543,City-owned Tax Sale,Residential Vacant Land,0,"$2,900.00 ",2900.00,$97.88 ,97.88
047-0757-0000,047-0757-0000,16 SEARLE ST,Providence,RI,2905,02905,100,"16 SEARLE ST, PROVIDENCE, 02905",41.80352149,-71.40745436,Waste Collection ID,Single Family,1,"$54,800.00 ",54800.00,"$1,849.52 ",1849.52
047-0758-0000,047-0758-0000,12 SEARLE ST,Providence,RI,2905,02905,100,"12 SEARLE ST, PROVIDENCE, 02905",41.80362823,-71.40748986,Waste Collection ID,Single Family,1,"$54,800.00 ",54800.00,"$1,849.52 ",1849.52
048-0001-0000,048-0001-0000,390 SAYLES ST,Providence,RI,2905,02905,68.49,"380 SAYLES ST, PROVIDENCE, 02905",41.802591,-71.41353982,City-owned Tax Sale,Residential Vacant Land,0,"$2,900.00 ",2900.00,$97.88 ,97.88
048-0003-0000,048-0003-0000,169 OXFORD ST,Providence,RI,2905,02905,100,"169 OXFORD ST, PROVIDENCE, 02905",41.8025028,-71.40975573,Unconfirmed Vacated,2 - 5 Family,2,"$48,600.00 ",48600.00,"$1,640.28 ",1640.28
048-0016-0000,048-0016-0000,157 SARATOGA ST,Providence,RI,2905,02905,100,"157 SARATOGA ST, PROVIDENCE",41.80506878,-71.4154453,City-owned Tax Sale,Residential Vacant Land,0,"$3,000.00 ",3000.00,$101.28 ,101.28
048-0114-0000,048-0114-0000,167 OXFORD ST,Providence,RI,2905,02905,100,"167 OXFORD ST, PROVIDENCE, 02905",41.80254896,-71.40963963,Waste Collection ID,2 -5 Family,2,"$56,700.00 ",56700.00,"$1,913.64 ",1913.64
048-0255-0000,048-0255-0000,69 TRASK ST,Providence,RI,2905,02905,100,"69 TRASK ST, PROVIDENCE, 02905",41.80473734,-71.40985957,Waste Collection ID,Single Family,1,"$116,700.00 ",116700.00,"$3,938.64 ",3938.64
048-0290-0000,048-0290-0000,94 Potters Ave,Providence,RI,2905,02905,100,"94 POTTERS AV, PROVIDENCE, 02905",41.80495368,-71.4103631,PRA owned,Municipal,0,"$10,600.00 ",10600.00,$0.00 ,0.00
048-0317-0000,048-0317-0000,341 PLAIN ST,Providence,RI,2905,02905,100,"341 PLAIN ST, PROVIDENCE, 02905",41.80547937,-71.40965111,Waste Collection ID,Residential Vacant Land,3,"$7,500.00 ",7500.00,$253.16 ,253.16
048-0341-0000,048-0341-0000,110 OCEAN ST,Providence,RI,2905,02905,100,"110 OCEAN ST, PROVIDENCE, 02905",41.80306357,-71.41037895,Waste Collection ID,Single Family,1,"$50,900.00 ",50900.00,"$1,717.88 ",1717.88
048-0344-0000,048-0344-0000,122 OCEAN ST,Providence,RI,2905,02905,100,"122 OCEAN ST, PROVIDENCE, 02905",41.80272989,-71.41014764,Waste Collection ID,Single Family,1,"$60,500.00 ",60500.00,"$1,146.00 ",1146.00
048-0358-0000,048-0358-0000,171 OCEAN ST,Providence,RI,2905,02905,84.36,"171 OCEAN AV, CRANSTON, 02905",41.76750043,-71.3900954,City-owned Tax Sale,Residential Vacant Land,0,"$17,000.00 ",17000.00,$573.76 ,573.76
048-0410-0000,048-0410-0000,436 Public St,Providence,RI,2907,02907,100,"436 PUBLIC ST, PROVIDENCE, 02907",41.80527333,-71.41574307,PRA owned,Municipal,0,"$38,200.00 ",38200.00,$0.00 ,0.00
048-0414-0000,048-0414-0000,45 MASSIE AVE,Providence,RI,2905,02905,100,"45 MASSIE AVE, PROVIDENCE",41.80112535,-71.41778303,City-owned Tax Sale,CI Vacant Land,0,"$13,700.00 ",13700.00,$462.40 ,462.40
048-0425-0000,048-0425-0000,41 GLADSTONE ST,Providence,RI,2905,02905,100,"41 GLADSTONE ST, PROVIDENCE, 02905",41.8029019,-71.41715455,City-owned Tax Sale,Residential Vacant Land,1,"$7,400.00 ",7400.00,$249.76 ,249.76
048-0437-0000,048-0437-0000,130 POTTERS AVE,Providence,RI,2905,02905,79,"131 POTTERS AV, PROVIDENCE, 02905",41.80464637,-71.41211603,Unconfirmed Vacated/City-owned Tax Sale,Residential Vacant Land,0,"$2,900.00 ",2900.00,$97.88 ,97.88
048-0447-0000,048-0447-0000,100 BURNSIDE ST,Providence,RI,2905,02905,100,"100 BURNSIDE ST, PROVIDENCE, 02905",41.80326446,-71.41139492,Waste Collection ID,Single Family,1,"$72,600.00 ",72600.00,"$2,450.28 ",2450.28
048-0562-0000,048-0562-0000,30 HARRIET ST,Providence,RI,2905,02905,100,"30 HARRIET ST, PROVIDENCE, 02905",41.80347762,-71.41300662,Unconfirmed Vacated,2 - 5 Family,3,"$124,000.00 ",124000.00,"$4,185.00 ",4185.00
048-0565-0000,048-0565-0000,44 Harriet St,Providence,RI,2905,02905,68.5,"40 HARRIET ST, PROVIDENCE, 02905",41.8028553,-71.41281209,PRA owned,Residential Vacant Land,0,"$31,800.00 ",31800.00,"$1,073.28 ",1073.28
048-0574-0000,048-0574-0000,78 HARRIET ST,Providence,RI,2905,02905,100,"78 HARRIET ST, PROVIDENCE, 02905",41.80212717,-71.41240025,Waste Collection ID,2 -5 Family,3,"$71,900.00 ",71900.00,"$2,426.64 ",2426.64
048-0601-LB01,0480601LB01,"65 Harriet St, Unit LB01",Providence,RI,2905,02905,100,"65 HARRIET ST, PROVIDENCE, 02905",41.80247305,-71.41291367,Unconfirmed Vacated,2 -5 Family,2,"$66,300.00 ",66300.00,"$2,237.64 ",2237.64
048-0601-LL01,0480601LL01,"65 Harriet St, Unit LL01",Providence,RI,2905,02905,100,"65 HARRIET ST, PROVIDENCE, 02905",41.80247305,-71.41291367,Unconfirmed Vacated,Residential Vacant Land,0,"$10,600.00 ",10600.00,$357.76 ,357.76
048-0615-0000,048-0615-0000,180 POTTERS AVE,Providence,RI,2905,02905,100,"180 POTTERS AV, PROVIDENCE, 02905",41.80414655,-71.41354211,Waste Collection ID,2 -5 Family,2,"$135,300.00 ",135300.00,"$2,604.56 ",2604.56
048-0621-0000,048-0621-0000,388 Prairie Ave,Providence,RI,2905,02905,100,"388 PRAIRIE AV, PROVIDENCE, 02905",41.80363981,-71.41380131,Waste Collection ID,2 -5 Family,2,"$93,500.00 ",93500.00,"$3,155.64 ",3155.64
048-0628-0000,048-0628-0000,418 PRAIRIE AVE,Providence,RI,2905,02905,100,"418 PRAIRIE AV, PROVIDENCE, 02905",41.80281786,-71.41358135,City-owned Tax Sale,Residential Vacant Land,0,"$10,600.00 ",10600.00,$357.76 ,357.76
048-0684-0000,048-0684-0000,26 CROYLAND RD,Providence,RI,2905,02905,100,"26 CROYLAND RD, PROVIDENCE, 02905",41.80328984,-71.41457503,City-owned Tax Sale,Residential Vacant Land,0,"$10,600.00 ",10600.00,$357.76 ,357.76
048-0732-0000,048-0732-0000,21 CROYLAND RD,Providence,RI,2905,02905,100,"21 CROYLAND RD, PROVIDENCE, 02905",41.80328056,-71.41479952,Waste Collection ID,2 -5 Family,3,"$67,500.00 ",67500.00,"$2,278.16 ",2278.16
048-0748-0000,048-0748-0000,98 SARATOGA ST,Providence,RI,2905,02905,100,"98 SARATOGA ST, PROVIDENCE",41.8054733,-71.41362234,City-owned Tax Sale,Residential Vacant Land,0,"$3,000.00 ",3000.00,$101.28 ,101.28
048-0795-0000,048-0795-0000,48 Norwich Ave,Providence,RI,2905,02905,100,"48 NORWICH AVE, PROVIDENCE",41.80212144,-71.41854907,PRA owned,Residential Vacant Land,0,"$10,600.00 ",10600.00,$357.76 ,357.76
048-0811-0000,048-0811-0000,13 LILLIAN AVE,Providence,RI,2905,02905,100,"13 LILLIAN AV, PROVIDENCE, 02905",41.8021745,-71.41663846,Waste Collection ID,Single Family,1,"$77,500.00 ",77500.00,"$2,615.64 ",2615.64
048-0814-0000,048-0814-0000,25 LILLIAN AVE,Providence,RI,2905,02905,100,"25 LILLIAN AV, PROVIDENCE, 02905",41.80210144,-71.41708428,Waste Collection ID,Single Family,1,"$142,000.00 ",142000.00,"$2,733.52 ",2733.52
048-0825-0000,048-0825-0000,44 Lillian Ave,Providence,RI,2905,02905,100,"44 LILLIAN AV, PROVIDENCE, 02905",41.80160832,-71.41803214,Unconfirmed Vacated,Residential Vacant Land,0,"$32,900.00 ",32900.00,"$1,110.40 ",1110.40
048-0877-0000,048-0877-0000,18 VAN BUREN ST,Providence,RI,2905,02905,100,"18 VAN BUREN ST, PROVIDENCE, 02905",41.80047793,-71.41540872,Waste Collection ID,2 -5 Family,2,"$63,600.00 ",63600.00,"$2,146.52 ",2146.52
048-0908-0000,048-0908-0000,814 Broad St,Providence,RI,2907,02907,68.5,"810 BROAD ST, PROVIDENCE, 02907",41.80168854,-71.41838034,PRA owned,CI Vacant Land,0,"$83,100.00 ",83100.00,"$3,053.96 ",3053.96
048-0910-0000,048-0910-0000,808 BROAD ST,Providence,RI,2907,02907,68.5,"810 BROAD ST, PROVIDENCE, 02907",41.80214862,-71.41857159,Waste Collection ID/PRA owned,2 -5 Family,3,"$66,300.00 ",66300.00,"$2,237.64 ",2237.64
048-0911-0000,048-0911-0000,804 Broad St,Providence,RI,2907,02907,68.5,"802 BROAD ST, PROVIDENCE, 02907",41.80216584,-71.41857866,PRA owned,Residential Vacant Land,0,"$10,000.00 ",10000.00,$337.52 ,337.52
048-0914-0000,048-0914-0000,296 POTTERS AVE,Providence,RI,2905,02905,100,"296 POTTERS AV, PROVIDENCE, 02905",41.80312919,-71.4178585,Waste Collection ID,Single Family,1,"$93,700.00 ",93700.00,"$3,162.40 ",3162.40
048-0918-0000,048-0918-0000,129 POTTERS AVE,Providence,RI,2905,02905,100,"129 POTTERS AV, PROVIDENCE, 02905",41.80476563,-71.41191881,Unconfirmed Vacated,2 -5 Family,2,"$112,100.00 ",112100.00,"$3,783.40 ",3783.40
048-0928-0000,048-0928-0000,62 Saratoga St,Providence,RI,2905,02905,68.36,"200 SARATOGA ST, PROVIDENCE, 02905",41.80455689,-71.41709599,PRA owned,Municipal,0,"$31,300.00 ",31300.00,$0.00 ,0.00
048-0940-0000,048-0940-0000,306 POTTERS AVE,Providence,RI,2905,02905,100,"306 POTTERS AV, PROVIDENCE, 02905",41.80303535,-71.41828246,Waste Collection ID,2 -5 Family,3,"$104,500.00 ",104500.00,"$3,526.88 ",3526.88
048-0967-0000,048-0967-0000,112 GORDON AVE,Providence,RI,2905,02905,100,"112 GORDON AV, PROVIDENCE, 02905",41.80263035,-71.41512284,Unconfirmed Vacated,2 -5 Family,3,"$105,100.00 ",105100.00,"$3,547.16 ",3547.16
048-1042-0000,048-1042-0000,299 POTTERS AVE,Providence,RI,2905,02905,100,"299 POTTERS AV, PROVIDENCE, 02905",41.80335613,-71.41807217,Unconfirmed Vacated,Single Family,1,"$115,100.00 ",115100.00,"$3,884.64 ",3884.64
048-1061-0000,048-1061-0000,176 REYNOLDS AVE,Providence,RI,2905,02905,100,"176 REYNOLDS AV, PROVIDENCE, 02905",41.80373994,-71.4178158,Waste Collection ID,Single Family,1,"$64,300.00 ",64300.00,"$1,901.88 ",1901.88
048-1075-0000,048-1075-0000,228 SARATOGA ST,Providence,RI,2905,02905,100,"228 SARATOGA ST, PROVIDENCE, 02905",41.80417685,-71.41850793,Waste Collection ID,2 -5 Family,3,"$117,200.00 ",117200.00,"$3,955.52 ",3955.52
048-1085-0000,048-1085-0000,152 REYNOLDS AVE,Providence,RI,2905,02905,100,"152 REYNOLDS AV, PROVIDENCE, 02905",41.80394896,-71.41695709,Waste Collection ID,Single Family,1,"$69,000.00 ",69000.00,"$2,328.76 ",2328.76
048-1110-LB01,0481110LB01,"58 Croyland Rd, Unit LB01",Providence,RI,2905,02905,100,"58 CROYLAND RD, PROVIDENCE, 02905",41.80241937,-71.41403472,Unconfirmed Vacated,2 -5 Family,2,"$78,000.00 ",78000.00,"$2,632.52 ",2632.52
048-1110-LL01,0481110LL01,"58 Croyland Rd, Unit LL01",Providence,RI,2905,02905,100,"58 CROYLAND RD, PROVIDENCE, 02905",41.80241937,-71.41403472,Unconfirmed Vacated,Residential Vacant Land,0,"$10,600.00 ",10600.00,$357.76 ,357.76
049-0004-0000,049-0004-0000,12 Mawney St,Providence,RI,2907,02907,100,"12 MAWNEY ST, PROVIDENCE, 02907",41.8035853,-71.42281289,Neighborhood ID,Residential Vacant Land,0,"$10,600.00 ",10600.00,$357.76 ,357.76
049-0044-0000,049-0044-0000,29 GREENWICH ST,Providence,RI,2907,02907,100,"29 GREENWICH ST, PROVIDENCE, 02907",41.80247489,-71.42678304,Unconfirmed Vacated,2 - 5 Family,3,"$89,400.00 ",89400.00,"$1,853.12 ",1853.12
049-0070-0000,049-0070-0000,101 STANWOOD ST,Providence,RI,2907,02907,100,"101 STANWOOD ST, PROVIDENCE, 02907",41.8026366,-71.42261185,Waste Collection ID,2 -5 Family,3,"$75,800.00 ",75800.00,"$2,558.28 ",2558.28
049-0076-0000,049-0076-0000,660 PUBLIC ST,Providence,RI,2907,02907,100,"660 PUBLIC ST, PROVIDENCE, 02907",41.8027151,-71.42380514,Waste Collection ID,2 -5 Family,2,"$61,300.00 ",61300.00,"$2,068.88 ",2068.88
